DESCRIPTION,CREATED_BY_ID,CLOSED_BY_ID,VEHICLE_ID,VEHICLE_METER_VALUE,VEHICLE_METER_UNIT,VEHICLE_METER_AT,CUSTOM_FIELDS,REPORTED_AT,RESOLVED_AT,RESOLVED_NOTE,STATE,CREATED_AT,UPDATED_AT
"Printer issues - first couple pages printed normal and then the rest printed skewed and on 
half the page 

Currently the going through trouble shooting docs as internet is now working ",70b2b14186560f7ec29b92d406b555b1,70b2b14186560f7ec29b92d406b555b1,3c3885883bf17e08f0dc18c21662f4ad,-22587.86643,km,,{},2023-03-17T21:46:00Z,,,closed,2023-03-17T21:47:37.292Z,2023-04-26T22:24:14.578Z
Flat Tire found while at Exxon,0d39574a6c26ae53b9e6663b1bae3bcb,,06768422ab7d81eff341e96568c6e9bb,-618.5854345,mi,,{},2023-03-28T15:51:00Z,2023-03-29T07:00:00Z,,resolved,2023-03-28T15:52:39.991Z,2023-03-30T12:55:02.727Z
,42d59b8b94a298bfe9746c07d46a2347,,166bd88c0dd2c7057631ce849a38f18d,994099.2163,km,2023-07-04T00:00:00Z,{},2023-06-08T20:10:00Z,,,open,2023-06-08T20:10:09.202Z,2023-06-09T19:07:52.816Z
Spring pin missing on handle that allows handle to adust up or down. Currently using duct taped bolt to allow handle to be used.,74a04d3682f666e9ac72247d530e6ff5,,94efd6824acb43250f6433814c7185ac,45125.2981,mi,2023-07-03T00:00:00Z,{},2023-06-29T18:00:00Z,,,open,2023-06-29T18:03:45.612Z,2023-06-29T18:03:45.666Z
Let me know when this is completed,ea349b0516c2838765b9e74d5fc763eb,,61ab621d13f70f3c48185c2c13faab6d,187173.2456,mi,2023-05-03T00:00:00Z,{},2023-05-23T16:36:23.218Z,2023-06-01T05:00:00Z,,resolved,2023-05-23T16:39:27.899Z,2023-06-02T20:37:54.146Z
Serviced engine oil filters fuel filters hyd filters Greased truck .,b5a97630043451aca5d8ec52cf645b34,b5a97630043451aca5d8ec52cf645b34,16843d2c6b5b1aa9ba9efcb0fc2ae8a0,-2651.032774,hr,2023-07-04T00:00:00Z,{},2023-06-08T15:44:15.017Z,,,closed,2023-06-08T15:45:03.004Z,2023-06-09T12:43:50.426Z
Very low air flow,,,eea0e6046ca30b7996894a14cccfd7a5,266687.6631,mi,2023-06-28T00:00:00Z,{},2023-03-03T19:00:00Z,,,open,2023-03-06T14:29:09.285Z,2023-03-06T14:29:09.285Z
Current Below Normal (FMI: 5),3a88f488e92bc638302ec97cd43bea7f,,a2765261e72d1bf0dde3ac9314760285,568706.7328,mi,2023-05-08T00:00:00Z,{},2023-03-28T15:52:32.247Z,2023-03-28T21:00:00Z,,resolved,2023-03-28T15:52:32.262Z,2023-05-08T15:16:10.892Z
Engine will not turn over.,dcd1e9ec327450caef281ae17c279bb8,,90120324f839bf91e3b895ff19d59975,133556.6927,mi,2023-05-28T00:00:00Z,{},2023-05-10T05:00:00Z,2023-05-10T05:00:00Z,,resolved,2023-05-18T20:12:19.136Z,2023-06-01T15:03:13.015Z
"passenger side middle axle inner tire full of bulges, need replacement-waiting on more information from driver",02719ff11ed7bee6de17194e4a042e0d,,e5f85cf97a3a88454623d9690a081e8a,155784.7705,km,2023-06-22T00:00:00Z,"{
  ""duplicate_request"": ""false"",
  ""not_ok_for_use"": ""false"",
  ""notes"": """",
  ""priority_level"": """"
}",2023-05-09T16:06:00Z,2023-05-26T04:00:00Z,,resolved,2023-05-09T16:44:52.351Z,2023-05-30T12:49:20.741Z
,9267f759fa848cb63818b29a6e52ca42,,38f0d9e19d9284ef87b4e470f2b28592,95459.50002,mi,2023-04-19T00:00:00Z,{},2023-03-28T19:57:00Z,,,open,2023-03-28T19:59:17.22Z,2023-06-14T15:43:01.125Z
,,,9a93c02e9c9fcf67ba3f62e9672a6588,64085.34101,mi,2023-06-28T00:00:00Z,{},2023-03-23T13:32:27.43Z,2023-03-23T13:34:12.267Z,Recall Completed,resolved,2023-03-23T13:32:27.45Z,2023-03-23T13:34:12.404Z
Air line from compressor to tanks broken.,,,674ad11d3bfd930b362c0e25a5ffcc79,356253.6541,mi,2023-07-04T00:00:00Z,{},2023-06-28T08:14:42Z,,,open,2023-06-28T08:50:35.05Z,2023-06-28T08:50:35.05Z
Needs to be adjusted have to push clutch all the way to the floor and still hard to get it in gear,,,4873e906118f5527864011508156ec9a,477274.2903,mi,2023-07-04T00:00:00Z,{},2023-06-09T23:04:35Z,2023-06-23T13:49:47.626Z,,resolved,2023-06-09T23:28:06.221Z,2023-06-23T13:49:48.759Z
"pads, caliper align",3264b7acc673cbbad595a95e32ef8408,,147fabe54eed3e6251db77ebdc01223c,9892.652019,km,2023-04-01T00:00:00Z,{},2023-02-13T17:12:57.551Z,2023-02-13T17:24:00Z,,resolved,2023-02-13T17:12:57.75Z,2023-02-13T17:24:02.047Z
"rotor contaminated, pads, caliper align",3264b7acc673cbbad595a95e32ef8408,,5dc04107c56e03f7abfe94bb1ee39c4d,4117.241933,mi,2023-02-22T00:00:00Z,{},2023-02-13T19:14:51.726Z,2023-02-14T17:24:34Z,,resolved,2023-02-13T19:14:51.915Z,2023-02-14T17:24:37.105Z
,39029fe0e2b01b33cea37194ae7f07d2,,2116fffd2d8ee7772cb2ceed260e853a,130226.2503,mi,2023-04-04T00:00:00Z,"{
  ""address_of_breakdown_location"": """",
  ""charge_back_from_lowes"": """",
  ""driver_name"": """",
  ""driver_phone_number"": """",
  ""legacy_account_issue_number"": """",
  ""pending"": ""false"",
  ""tire_issue_-_position_and_tire_size"": """",
  ""truck_loaded"": """",
  ""wench_out_information"": """",
  ""what_is_the_current_fuel_coolant_and_def_levels_currently_reading"": """"
}",2023-03-13T11:04:00Z,2023-04-04T04:00:00Z,,resolved,2023-03-13T11:05:08.845Z,2023-04-07T12:38:21.093Z
p3 hub is blown. couldn't remove caliper,26e8a8c2ef7070c9464edd06e939814e,,c1088813177ca3da6a61a07d783a4852,48549.89666,mi,2023-07-03T00:00:00Z,{},2023-06-08T17:07:00Z,2023-06-12T19:00:00Z,,resolved,2023-06-08T17:08:31.324Z,2023-06-12T20:49:34.023Z
Trailer brake handle in dash leaking,06be7f77ee33afb82a62867b80fd6228,,3f7ca646395a236ce7ac95502fad0f13,416062.3894,mi,2023-07-03T00:00:00Z,{},2023-01-18T19:59:00Z,2023-01-18T22:00:00Z,,resolved,2023-01-18T19:00:55.111Z,2023-02-08T18:43:19.43Z
Lead trailer left tail light,,,c6f147e71fa633d25a1ef678a78e0c77,244887.9276,km,2023-07-03T00:00:00Z,{},2023-01-12T17:09:41Z,2023-01-13T20:35:24.321Z,This is for the trailer not the truck,resolved,2023-01-12T17:25:22.529Z,2023-01-13T20:35:24.38Z
,cefc0a298f8dc459c39b2af9750de05d,,570df38f3055dd318afc095d3d5e44d7,182945.3274,mi,2022-10-21T00:00:00Z,{},2023-05-16T19:38:00Z,,,open,2023-05-16T19:38:28.938Z,2023-05-16T19:38:28.938Z
Lift gate,,,664c47861c5c5da66d2cc1100f21cabc,79538.3015,mi,2023-07-03T00:00:00Z,{},2023-01-10T22:55:24Z,2023-01-12T22:00:00Z,,resolved,2023-01-10T23:21:13.045Z,2023-01-13T16:21:28.614Z
WASHING OF ENGINE AND MACHINE,f79126f21e939b0fdfb73adda2fa3b37,,66231b9695ca9de9ebc5ebb6922cf374,4435.006591,km,2023-06-30T00:00:00Z,{},2023-05-11T09:40:00Z,2023-05-11T10:54:44.038Z,,resolved,2023-05-11T10:53:23.056Z,2023-05-11T10:54:44.206Z
Crack on the rear right bumper,,,05c36867a75b3924b243b2c55e646f4e,137876.0669,mi,2023-05-14T00:00:00Z,{},2023-04-10T11:39:58Z,,,open,2023-04-10T12:24:50.339Z,2023-04-10T12:24:50.339Z
no power,3264b7acc673cbbad595a95e32ef8408,,f8c3d55f1791c335293ef0ef91d3b629,8810.510617,mi,2023-04-26T00:00:00Z,{},2023-02-24T11:02:17.968Z,2023-03-04T17:08:48Z,,resolved,2023-02-24T11:02:18.184Z,2023-03-04T17:08:50.347Z
Vent switch is not working properly,0c2bc4db499f639defa19bf290853408,,906a8ba00c682ccb61d803eb92722c42,351339.6978,km,2023-06-23T00:00:00Z,{},2023-02-24T18:02:38.06Z,2023-02-28T07:00:00Z,,resolved,2023-02-24T18:03:05.399Z,2023-03-06T21:50:32.575Z
Might have hit kill switch otherwise car just doesn't start.,343d02be0f4133fc6db098e8d429af43,,6c082462c770ea2ed6d071f976fff7bf,84138.69957,mi,2023-07-04T00:00:00Z,,2023-06-13T17:41:00Z,2023-06-13T20:15:00Z,,resolved,2023-06-13T17:44:09.396Z,2023-06-13T20:15:56.601Z
Minor dents and scratches on the bus,,,0f41ab0324a48f2529fe141424e6bed3,112381.3354,mi,2023-07-04T00:00:00Z,{},2023-05-31T11:56:07Z,,,open,2023-05-31T12:34:11.124Z,2023-05-31T12:34:11.124Z
"Trailer tire exploded while waiting on the line to get unloaded at stop
Tire location is Passenger side last axle outside tire.",c3c3b9700129504c6b38770ed941aca7,,909343537915664536e51101a7cc180b,-4291.82482,mi,,{},2023-04-20T16:55:00Z,2023-04-21T19:43:29.873Z,,resolved,2023-04-20T16:58:09.254Z,2023-04-21T19:43:29.907Z
,8437d7534a9bd91f0d6f440a31941859,,38d05c63de02b65427ed8b54a4d8ea02,-14452.19712,hr,2023-06-30T00:00:00Z,{},2023-02-02T16:21:00Z,2023-02-01T19:00:00Z,,resolved,2023-02-02T16:22:46.599Z,2023-02-03T12:50:25.27Z
,53659892fdf218e25a79a30daf7acb92,,0dc625891b72a6f24eac4debc5f6a21e,295065.2268,mi,2023-07-04T00:00:00Z,{},2023-03-08T22:47:00Z,2023-03-11T05:00:00Z,,resolved,2023-03-08T22:47:06.301Z,2023-03-11T21:19:28.44Z
Isn’t cooling,,,da8e7bdbe55d0c1bbfb20feea532311e,24721.73951,mi,2023-07-04T00:00:00Z,"{
  ""repair_summary"": """"
}",2023-06-12T10:35:40Z,2023-06-26T04:00:00Z,,resolved,2023-06-12T11:58:05.145Z,2023-06-26T20:30:32.608Z
,fb19b668c982bdb9eb8516b5774160bd,,a08b8a9e3da653c1147cabd415627a4e,469990.6251,mi,2023-07-04T00:00:00Z,{},2023-06-05T15:07:00Z,2023-06-05T07:00:00Z,,resolved,2023-06-05T15:07:55.273Z,2023-06-05T17:54:31.985Z
Bottom left speaker is not working,67262e0df33bb91fe049e598aee9df5a,,0bf972055bd54ba52edfec2b6fadf16d,6130.518958,mi,2023-02-28T00:00:00Z,,2023-02-04T00:30:13.2Z,2023-02-11T16:40:52.415Z,Issue has already been made for this speaker.,resolved,2023-02-04T00:34:58.379Z,2023-04-29T19:20:33.654Z
The radio volume button doesn't work and driver side door speaker isn't working,07f9325adc55ac1301ad3ffaad080eca,,2aa01d70ddc8784153a452de8ef258eb,485529.4341,mi,2023-07-04T00:00:00Z,"{
  ""appointment_time"": """",
  ""comment"": """",
  ""service_appointment"": """"
}",2023-06-16T10:06:00Z,,,open,2023-06-16T10:07:13.793Z,2023-06-16T10:07:13.793Z
,d5e827c437a07a1d74ee2a537bdf0910,,1736a87d2df2dc76f2d9b4076ea8d280,204606.023,km,2023-07-04T00:00:00Z,{},2023-05-02T16:13:00Z,2023-06-02T21:51:02.245Z,,resolved,2023-05-02T16:15:00.587Z,2023-06-02T21:51:02.284Z
Dash Flickers. could not open hood,a58fe746881ba606fe3f00bf37880ee0,,00036be39fce6efbe0c85da4f6a94ec9,209050.4849,mi,2023-06-28T00:00:00Z,{},2023-03-14T18:06:00Z,2023-03-17T16:17:00Z,,resolved,2023-03-14T18:07:50.249Z,2023-03-17T16:18:17.713Z
kickstand height,3264b7acc673cbbad595a95e32ef8408,,20b03a22aa53fc151d8b53079db17dc9,19636.55192,km,2023-03-25T00:00:00Z,{},2023-02-10T13:05:49.813Z,2023-02-10T14:24:41Z,,resolved,2023-02-10T13:05:50.037Z,2023-02-10T14:24:41.881Z
Please provide a ground cable on trAilors. Cound not ground properly at stop,1b4dbe52c77a120d1cfab65236b73bca,1987f55913f8096ce57e0edc69a29b98,a2d1b8e6ae994197a4c42b5d83ee88de,153.2239528,mi,2023-05-27T00:00:00Z,{},2023-03-04T20:31:51.518Z,,,closed,2023-03-04T20:33:19.607Z,2023-03-21T14:46:24.096Z
Car seat cover dirty need cleaning,20c3f96325e605f977f1c862630d5454,,ea40a0d3d7ccdd19bbafac41c22bdd75,21214.64064,km,2023-07-04T00:00:00Z,"{
  ""delivery_date"": """",
  ""issue_raised_by_"": """",
  ""issue_summary"": ""Cleaning Issue""
}",2023-01-17T11:43:52.838Z,2023-01-17T12:11:15.783Z,Already clean,resolved,2023-01-17T11:47:51.723Z,2023-01-17T12:11:15.826Z
When going speeds at 60 to 70 van shakes and won’t let up,0e364cf4a1a53aa0afe4627cbc86d145,,e262a399604ae984b1368f0a2f32c75b,219950.0772,mi,2023-07-03T00:00:00Z,{},2023-06-19T23:57:58.905Z,2023-06-21T19:15:00Z,,resolved,2023-06-20T00:00:35.188Z,2023-06-21T19:18:58.015Z
"R&R 2 tires (rri, rro) retread, spot repair, fleet svcs, valve stems",9278ba86dd1d74b7b2c31b01c28db060,,644f7b9454b17234cdac41d2be4a5297,345171.8488,mi,2023-07-04T00:00:00Z,{},2023-04-25T14:32:00Z,2023-03-31T18:00:00Z,,resolved,2023-04-25T14:33:54.143Z,2023-04-25T14:35:36.623Z
Automatic bilge pump float is broke off of bilge,42b8a7999a3915f4d34c608ba4d5cc6f,,149da24d61dd4451b0b412920b7a238c,-545.1734039,hr,2023-04-03T00:00:00Z,"{
  ""assigned_scheduled_on_a_wo"": """"
}",2023-01-10T12:32:52.286Z,2023-01-17T18:00:00Z,,resolved,2023-01-10T12:33:57.343Z,2023-01-17T21:23:29.996Z
,5cfcf0ab5ec5c6d7a7c2bd44eecb9b5f,,434b3e3dd1c9b80e01987164e8c9f089,510.0582509,hr,2023-07-04T00:00:00Z,{},2023-01-26T03:20:25.527Z,2023-01-29T12:46:13.082Z,replaced hyd hose,resolved,2023-01-26T03:22:51.559Z,2023-01-29T12:46:13.16Z
,e6def24b1dfd5adc86b11066a32a9d59,,463616bf800e3a7e4813ebeca8056c17,78074.54394,mi,2023-07-04T00:00:00Z,,2023-04-04T11:27:22Z,2023-04-05T00:22:50.415Z,,resolved,2023-04-04T11:27:22.93Z,2023-04-05T00:22:50.874Z
"Lights wontturn off, warning /maintenance light on dash",,da38d1720f5687496b8123b95d6f4077,2874849fdfd85c8e0d3e921fb7018f28,64167.99846,mi,2023-07-04T00:00:00Z,{},2023-03-21T05:14:58Z,,,closed,2023-03-21T06:18:52.884Z,2023-05-09T18:09:14.814Z
Needs headset replaced,79f928fc7941d32d644966add293b492,,5efbd6ed6d1c5db4f7d35bf5e2a90b84,16134.99759,mi,2023-06-25T00:00:00Z,{},2022-12-08T20:46:00Z,2022-12-08T10:30:00Z,,resolved,2023-03-08T20:46:48.975Z,2023-03-08T20:46:57.494Z
caliper align,3264b7acc673cbbad595a95e32ef8408,,e216f766e0e063dc3a210cf44bd3e7b0,-6029.560795,mi,2023-04-03T00:00:00Z,{},2023-01-12T07:16:39.668Z,2023-01-12T07:59:17Z,,resolved,2023-01-12T07:16:39.868Z,2023-01-12T07:59:19.411Z
Diagnose and order parts.,d6b11db8ccb8c2c70379903c3700f4c4,,263bb97a74fcceb4ba723d32aeb418a5,15972.23533,mi,2023-07-02T00:00:00Z,{},2023-06-09T19:30:00Z,2023-06-15T21:30:00Z,,resolved,2023-06-11T14:52:07.962Z,2023-06-15T23:21:37.401Z
fender damaged,3264b7acc673cbbad595a95e32ef8408,,2b79004b96232a57f614fcacff07d578,9059.767563,km,2023-04-09T00:00:00Z,{},2023-03-30T12:54:11.255Z,2023-03-31T10:10:30Z,,resolved,2023-03-30T12:54:11.444Z,2023-03-31T10:10:31.917Z
"tension, lube",3264b7acc673cbbad595a95e32ef8408,,844e14fb6300ef656203360a831c0f82,5331.742115,mi,2023-06-23T00:00:00Z,{},2023-05-09T16:36:50.436Z,2023-05-09T16:38:53Z,,resolved,2023-05-09T16:36:50.658Z,2023-05-09T16:38:56.996Z
"fender loose, light loose",,,8cc1832f5ab646575407628698ff6348,8229.858913,mi,2023-06-15T00:00:00Z,{},2023-06-10T13:56:56.468Z,2023-06-10T13:59:12Z,,resolved,2023-06-10T13:56:56.667Z,2023-06-10T13:59:16.098Z
,111a05a1f8ec3dee6f39187a4199d7a5,,b7bf9a4d103b9eac2b22e975cc9c671c,5928.916124,km,,{},2023-03-31T04:06:00Z,2023-03-09T14:00:00Z,,resolved,2023-03-31T04:06:48.897Z,2023-03-31T04:22:32.058Z
Bolt in back left side tire. Slow leak.,,,1a73eda1e1fa391e3ed494b881fe431c,54932.792,mi,2023-03-31T00:00:00Z,{},2023-03-31T07:41:48Z,,,open,2023-03-31T07:41:48Z,2023-03-31T12:12:53.439Z
Flat tire,1712e6f8ced4e29366fab3efe5e1d966,,31318a2f27c0697a1eba99c2d2354b2b,25645.73072,mi,2023-06-14T00:00:00Z,"{
  ""location"": """"
}",2023-06-13T21:42:29.616Z,2023-06-14T14:18:00Z,,resolved,2023-06-13T21:46:23.398Z,2023-06-14T14:23:16.846Z
Collage de frein,fcb1d8fd4f9efa13096033e70bccf357,,becccf03cc57c0cb222ba8e5a84a53e2,411991.5347,km,2023-07-02T00:00:00Z,"{
  ""code_de_panne"": """",
  ""issue_codes"": """"
}",2023-02-26T11:32:00Z,2023-02-26T20:54:00.695Z,Ok,resolved,2023-02-26T11:32:45.319Z,2023-02-26T20:54:00.733Z
CASCADIA HALOGEN HEADLIGHT,,,908c5d349d72a44b65c621b8a052cb35,-7800.723964,mi,,{},2021-07-12T05:00:00Z,,,open,2023-05-15T20:46:14.784Z,2023-05-15T20:46:14.784Z
Other Failure Mode (FMI: 11),f6b13e98db3915f93d4b5d70cf968984,,60c76b515b230a4c140f3e197212354a,268202.5681,mi,2023-07-04T00:00:00Z,{},2023-01-11T12:54:35.276Z,2023-01-13T16:03:21.003Z,,resolved,2023-01-11T12:54:35.312Z,2023-01-13T16:03:22.868Z
Water leaking thru boot. You can actually see the hole,58ba92bb04654cbc4b114b345536efbf,,7bf90190a1baab9dd30783673617e7ed,73967.75077,mi,2023-06-26T00:00:00Z,{},2023-03-27T12:57:13.529Z,2023-05-17T04:00:00Z,,resolved,2023-03-27T12:57:44.662Z,2023-05-17T19:35:57.044Z
key,3264b7acc673cbbad595a95e32ef8408,,e16a4cdf491e8b6b1e9a03ade14701d9,-2087.563793,mi,2023-04-26T00:00:00Z,{},2023-04-26T14:37:48.557Z,2023-04-26T14:40:19Z,,resolved,2023-04-26T14:37:48.895Z,2023-04-26T14:40:26.027Z
,610bdb893d576f439c67175e91587676,,81876a1cd6f7e8504e72924dd2f2024e,82983.48395,km,2023-06-21T00:00:00Z,"{
  ""custom_issue"": """",
  ""yard_location"": """"
}",2023-06-20T19:46:00Z,2023-06-21T04:00:00Z,,resolved,2023-06-20T19:47:07.806Z,2023-06-21T13:55:34.766Z
PACK CYLINDERS LEAKING,1576d95081f131b1d0ddd23ea7f1aab6,,b62f090c0a833a65b399a605ebb28635,473474.0559,mi,2023-04-25T00:00:00Z,{},2023-01-22T19:41:00Z,,,open,2023-01-22T19:43:08.775Z,2023-01-22T19:43:08.775Z
,,,3895b77a111947f3337d700af987c524,7031.045411,mi,2023-05-15T00:00:00Z,{},2023-05-14T06:07:02Z,2023-05-15T05:00:00Z,,resolved,2023-05-14T06:28:39.308Z,2023-06-21T21:21:57.572Z
,e67527564bc378e1db64c361552c3941,,f533e087f97d3fc47414149df31ff47d,254097.1389,km,2023-07-07T00:00:00Z,"{
  ""responsibility"": ""Controllable"",
  ""service_centre"": ""Turnbull Hino""
}",2023-05-13T23:00:00Z,2023-05-23T00:41:04.809Z,,resolved,2023-05-14T06:18:31.984Z,2023-05-23T00:41:04.871Z
Worn sockets,b5a97630043451aca5d8ec52cf645b34,,e028a7c196fd2d4ee6af9fa453b5bf61,16216.28455,hr,2023-06-28T00:00:00Z,{},2023-06-12T19:03:41.871Z,2023-06-16T13:12:54.296Z,Replaced sockets,resolved,2023-06-12T19:04:03.77Z,2023-06-16T13:12:54.354Z
"Prev driver noted steering wheel vibration @ 70mph, I feel an unusual wheel rotation vibration, just sounds off...maybe have someone else drive it to check it",,,a37673440cd2922baa683b8e95f65ec0,521929.1375,mi,2023-07-04T00:00:00Z,{},2023-05-01T05:20:15Z,,,open,2023-05-01T05:31:18.868Z,2023-05-01T05:31:18.868Z
,70e44516c42bdd9e7f13b65cdbcbebb0,,2075f99f23f1e757c1cade32d1202340,278850.2145,mi,2023-07-04T00:00:00Z,{},2023-04-06T04:00:00Z,2023-04-14T16:19:11.877Z,oil change service was done on it today and any other service too. the van is good to go.,resolved,2023-04-06T18:38:01.182Z,2023-04-14T16:19:11.927Z
rotor true,3264b7acc673cbbad595a95e32ef8408,,130a32d5faf48235e86b3b97a9e9d697,8279.790448,mi,2023-04-24T00:00:00Z,{},2023-04-19T15:24:19.357Z,2023-04-19T15:24:55Z,,resolved,2023-04-19T15:24:19.621Z,2023-04-19T15:24:56.725Z
Back up camera don’t work,,,84c96ea3face134f00463436307d004b,268137.6693,mi,2023-06-20T00:00:00Z,{},2023-01-23T13:34:10Z,,,open,2023-01-23T14:16:46.371Z,2023-01-23T14:16:46.371Z
Engine light on,,0f7286ea66d23ce9783b63f2086ee763,69062491ecf0704a92d8fb0b985ab0b9,16643.8504,hr,2023-07-04T00:00:00Z,{},2023-02-20T18:58:46Z,,,closed,2023-02-20T19:27:54.75Z,2023-03-11T14:05:01.045Z
Notice it’s bent towards cab of truck,b2d3ee6affb1620d2dd56764ccc96e35,,975dec2151ca18ee9a21c1fed10102e5,314112.8815,mi,2023-07-03T00:00:00Z,{},2023-01-29T00:01:16.778Z,2023-02-03T16:27:48.292Z,,resolved,2023-01-29T00:02:45.835Z,2023-02-03T16:34:15.515Z
,48d9f6e733b56cf0474c67f7caeb9271,,b9dc7c027291fa679c5a6284967188ea,5724.777951,hr,2023-07-03T00:00:00Z,{},2023-02-07T21:46:44.954Z,2023-02-08T11:03:01.121Z,Found 6-pin deutsch connector pulled out. Reconnected. Also found leaking grease line. Replaced grease line. Reprogrammed functions.,resolved,2023-02-07T21:47:50.499Z,2023-02-08T11:03:01.184Z
It has already been replaced twice in less than 2 months,cd52ee7594a76d98a8f8f19d44165f8f,,844617d24aee9e3c9f8c35ea391b7624,-7640.037703,hr,2023-07-04T00:00:00Z,"{
  ""assigned_scheduled_on_a_wo"": """"
}",2023-01-20T19:53:00Z,2023-02-01T05:00:00Z,,resolved,2023-01-20T19:53:49.682Z,2023-02-01T19:13:02.482Z
Clearance light on cab is out,,,eac476dd690b0ef2b5e3cd03eeb1859f,238357.2724,mi,2023-06-09T00:00:00Z,{},2023-04-18T11:16:51Z,2023-06-09T05:00:00Z,,resolved,2023-04-18T11:24:23.068Z,2023-06-09T15:24:59.828Z
The deflector over the drivers side door is broken and needs replacing as well.,a3ea8923ebae81b39ad12e3375061898,,a57fabe62a96381e8d99a38b3f0543f6,186974.3472,mi,2023-06-12T00:00:00Z,{},2023-06-03T14:56:00Z,2023-06-10T14:15:51.968Z,Fixed,resolved,2023-06-03T14:58:10.856Z,2023-06-10T14:15:52.034Z
Transducer is disconnected,956adb7ae8b7ef20e9559bcff6df534f,,a5d8fa17e75f821799ace200202c9a63,12883.78366,hr,2023-07-04T00:00:00Z,"{
  ""assigned_scheduled_on_a_wo"": """"
}",2023-02-23T23:23:55.875Z,2023-02-26T15:48:50.187Z,,resolved,2023-02-23T23:24:29.87Z,2023-03-10T16:35:55.595Z
Nutzer braucht heute ein geladenes Fahrzeug. fährt hin um es zu laden. Es ist eine leere Zigarettenpackung ung Getränkeverpackungen Red Bull,5903300bdd0fd9ac290f2f8cb390ee8a,,336ed36c0a174d1c98b975c0a30944c7,76252.08646,mi,2023-07-04T00:00:00Z,{},2023-06-23T15:40:00Z,,,open,2023-06-23T15:41:27.317Z,2023-06-23T15:41:27.317Z
,923d3cba7ab06acdc7d4467a244dbe91,,b4c7007cf1d537269ddae54681574e20,194939.2668,mi,2023-06-30T00:00:00Z,{},2023-02-28T01:05:00Z,2023-02-27T06:00:00Z,,resolved,2023-02-28T01:06:17.252Z,2023-02-28T12:48:16.009Z
drums are glaze brake to much getting them to hot brake pads are thick but need to be change due to the friction,71b29fd09aac9101e880b43600bc355f,,6c500a66cc19454a50f7d07f2c7093eb,319003.7532,mi,2023-06-30T00:00:00Z,,2023-05-31T16:10:43.806Z,,,open,2023-05-31T16:14:40.871Z,2023-06-07T15:19:43.381Z
,9314d28ab58653b1e4bbc84cf155b361,,b2b6d220a9579a7aa9ad140c8af998c0,87338.61289,mi,2022-11-10T00:00:00Z,{},2023-04-04T17:12:00Z,,,open,2023-04-11T17:12:53.407Z,2023-04-11T17:12:53.407Z
Светна лампа със сигнал за вода в горивен филтър.,8ca80c3d45ccdc28c65ca1fc05d7ad00,,e37ca711d252d50ca7952c2c05b943c7,105874.6365,km,2023-07-04T00:00:00Z,,2023-02-23T06:37:00Z,2023-02-25T19:40:00Z,,resolved,2023-02-23T06:41:41.326Z,2023-02-25T19:40:55.024Z
Fuite d'air,a4fdcc4cb439b65943fea5079545a370,,d455a4ab92cee6f28b492d7d1e6ed988,243361.5747,km,2023-07-03T00:00:00Z,,2023-04-30T22:27:54.341Z,2023-05-01T12:10:53.896Z,Ok,resolved,2023-04-30T22:28:11.789Z,2023-05-01T12:10:53.936Z
Cracked passenger side mirror,,,bf146e1d4ebc6d01941ced8ab81da9be,14363.11708,mi,2023-07-04T00:00:00Z,{},2023-03-03T10:04:39Z,2023-03-15T05:00:00Z,,resolved,2023-03-03T10:36:04.823Z,2023-03-15T14:55:38.916Z
,657c8ec25d0378eb7767192771b42275,,1a2fa99564ddc1687ed5f379acd61b27,302797.0154,mi,2023-05-15T00:00:00Z,{},2023-01-04T21:43:00Z,2023-05-15T17:22:17.244Z,,resolved,2023-01-11T21:43:52.384Z,2023-05-15T17:22:17.303Z
Need oil change,,778cea3490ef4c01cf8a2f21769c9ee8,1b32129a82d0eceacef9baf662119c17,25464.06965,mi,2023-07-03T00:00:00Z,{},2023-02-22T11:42:46Z,,,closed,2023-02-22T12:28:34.723Z,2023-03-15T16:30:08.651Z
,,,133ac0be39268a3e2f528f5a33d7b9b4,18556.89764,mi,2023-07-03T00:00:00Z,{},2023-04-12T15:00:36.027Z,2023-04-12T15:02:57.69Z,Recall completed,resolved,2023-04-12T15:00:36.038Z,2023-04-12T15:02:57.723Z
No seatbelt missing,74ebd3be59d26a2ced8e1e03204d358b,,cf1c062dc8f784a862d18610845144fd,-17072.55082,hr,2023-05-16T00:00:00Z,,2023-04-05T19:06:56.619Z,2023-04-05T19:42:06.031Z,"Duplicate, closing",resolved,2023-04-05T19:13:48.261Z,2023-04-05T19:42:06.082Z
Défaut goujons de roues,f17b4f70209cd2ed1728f0665cafd89f,,b833847f38e88685b8d356b31d925cca,319427.5295,km,2023-07-03T00:00:00Z,,2023-05-10T23:40:00Z,2023-05-11T07:46:41.673Z,ok,resolved,2023-05-10T23:40:38.165Z,2023-05-11T07:46:41.706Z
Lower right rear blue light pod not working. Drivers rear flasher located in break light and reverse light not working.,5f3a032ad54d06ed37e9440321251ec0,,22bf8e9b17180c0b881a06e476d1d157,169777.159,mi,2023-06-28T00:00:00Z,{},2023-06-26T13:50:00Z,,,open,2023-06-26T13:53:33.26Z,2023-06-26T13:53:33.26Z
,e11f38dbd89834551604de07259e1abd,,dc3d6067283434957c57e8dde2082e76,162278.9832,mi,2023-07-02T00:00:00Z,,2023-01-23T06:00:00Z,2023-01-23T19:00:00Z,,resolved,2023-01-23T17:46:22.95Z,2023-01-24T17:54:06.576Z
